APIs,Count
extraCommand,674
mayLaunchUrl,441
newSession,445
warmup,442
send,9311
getLevel,3885
onConfigurationChanged,10483
onRestoreInstanceState,14548
onTouchEvent,19114
setSaveEnabled,2581
hasVisibleItems,2376
restoreActionViewStates,475
saveActionViewStates,475
onDetachedFromWindow,21282
onInitializeAccessibilityEvent,9135
setTranslationY,5830
unscheduleDrawable,4595
getBottom,7918
getTranslationY,4302
onSaveInstanceState,18591
onWindowFocusChanged,8035
getGravity,3595
getDividerDrawable,504
hasDividerBeforeChildAt,470
setModal,990
setPromptPosition,491
setContentWidth,974
setHorizontalOffset,978
setInputMethodMode,3586
getListView,1705
getHorizontalOffset,538
getVerticalOffset,539
setVerticalOffset,602
getOnItemClickListener,2743
onInterceptTouchEvent,4551
fitSystemWindows,4101
isModal,469
setDropDownGravity,484
setOverlapAnchor,1959
setEpicenterBounds,1788
setAnimationStyle,1986
getBaseContext,5032
executeOnMainThread,502
createView,858
valueAt,7199
keyAt,7477
removeAt,4131
indexOfKey,5228
indexOfValue,3303
setValueAt,1236
ensureCapacity,2862
dump,3120
onActivityResult,5692
onBackPressed,4832
onCreatePanelMenu,3326
onCreateView,6322
onLowMemory,2460
onMenuItemSelected,3001
onNewIntent,2894
onPanelClosed,3012
onPostResume,2062
onPreparePanel,2932
onStop,7366
clearCallingIdentity,2025
restoreCallingIdentity,2021
updateDstRect,565
getCornerRadius,582
changeCursor,635
convertToString,569
swapCursor,624
getDropDownView,2025
observe,733
getStateRestorationPolicy,210
notifyItemRangeInserted,613
notifyItemRangeChanged,870
notifyItemMoved,426
notifyItemRangeRemoved,515
ensureLayoutState,382
isSmoothScrollbarEnabled,320
findFirstVisibleChildClosestToStart,319
findFirstVisibleChildClosestToEnd,319
getOrientation,3514
isLayoutRTL,383
convertFocusDirectionToLayoutDirection,378
isViewPartiallyVisible,375
onInserted,381
onRemoved,392
onMoved,379
acquire,5730
setWriteAheadLoggingEnabled,1134
onDraw,12314
assertNotMainThread,532
getOpenHelper,520
beginTransaction,3574
setTransactionSuccessful,2024
endTransaction,2024
startWork,285
setProgress,4755
queryWorkInfo,286
cancelAllWork,286
cancelUniqueWork,286
cancelAllWorkByTag,291
cancelWorkById,286
enqueueContinuation,286
enqueueWorkRequests,286
loadData,1387
setRendererPriorityPolicy,40
getAction,9191
E,1237
Q,476
O,501
K,875
getImportantForAccessibility,1909
setSystemGestureExclusionRects,1533
isClickable,6152
performClick,9778
bringToFront,5513
setViewScale,419
onOptionsItemSelected,1989
getStringFromFullResponse,276
getCreatedAtMillis,276
getAdIdNumber,448
setHasShown,183
hasVideoUrl,145
setMaxAdValue,130
getOriginalFullResponse,132
getRawFullResponse,139
getSource,4827
getIntegerListFromAdObject,131
getColorFromAdObject,139
getIntFromAdObject,290
shouldCancelHtmlCachingIfShown,145
hasShown,145
getAdZone,145
getDspName,145
setListAdapter,328
getErrorCode,2247
getErrorMessage,1402
getCode,582
getMediatedNetworkErrorCode,114
getMediatedNetworkErrorMessage,114
getAdapterVersion,328
setRotation,2585
setTranslationX,4396
notifyItemChanged,1185
getCallerPackage,5
checkArgs,182
getAdHeadline,102
getAdvertiserName,143
getAdBodyText,116
getAdCallToAction,120
buildLoadAdConfig,184
unregisterView,177
submit,10219
report,116
addSuppressed,2930
toBundle,1174
getTrackType,765
getDownload,128
getDownloads,129
getManifest,427
getPositionUs,117
getAvailableOutputBuffer,117
setPreserveEGLContextOnPause,499
setEGLContextClientVersion,869
setRenderer,941
setRenderMode,668
getAdSize,198
setAdUnitId,536
setAdListener,696
setAdSize,243
getVersionInfo,230
getSDKVersionInfo,226
getResult,3931
getSupportLoaderManager,330
onConnectionFailed,624
createFailedResult,437
onResult,1549
isRemoving,2706
getInteger,6834
hasNull,629
getFloat,14512
getBitmap,3957
setSurfaceTextureListener,1915
getSurfaceTexture,1386
zzbj,109
zzbk,91
zzaD,90
zzaE,897
zzaF,219
zzaG,360
zzaH,921
zzbl,116
zzbm,117
zzay,145
zzaU,80
startWakefulService,520
completeWakefulIntent,542
tailMap,2437
headMap,2093
subMap,2708
sortEntries,179
emptyMultiset,198
asGraph,192
getWithoutCaching,191
putByte,2843
getAndAdd,1926
getAndIncrement,17302
casBase,393
retryUpdate,393
internalReset,388
getDeclaringClass,6232
isFinal,1335
isPrivate,1040
isStatic,2060
getTask,314
isResumed,1666
isJsonArray,103
getAsJsonArray,107
getURL,2607
makeRequest,36
b_,140
X,457
N,620
M,1064
getApplicationInfo,5109
getExternalFilesDir,1955
grantUriPermission,871
getLocalClassName,995
setHorizontalSpacing,153
setNumColumns,2264
setVerticalSpacing,138
setSelector,2036
setScrollbarFadingEnabled,484
setDivider,1567
onAttachedToWindow,23343
onLayout,10316
drawChild,2984
setFilters,4844
setAdCall,64
getWindowManager,2425
setWebViewListener,107
setObject,327
setHtmlSource,66
isLoadSuccess,132
onVisibilityChanged,4138
measureChildren,1107
channelDescription,1
channelName,1
isAdmonEvent,16
getPath,8782
getOnApiCallback,18
getBaseUrl,46
createBitmapOptions,330
calculateInSampleSize,330
resolveSize,2061
dispatchDraw,5389
getLeft,7805
setChanged,918
deleteObserver,403
addObserver,979
notifyObservers,1266
FinishTransaction,147
Purchase,147
RetrieveProducts,147
requestPermissions,2555
setArguments,7708
forceLayout,3533
executeAdOperation,318
invoke,5620
duration,509
isPlaying,2006
setAudioFocusRequest,445
setOnInfoListener,1312
getHitRect,1975
getRight,7517
getOriginalJson,491
getProxyInstance,770
stopWatching,666
addTags,25
addParameters,14
setDefaultToLongUrl,13
addTag,312
setOf,744
emptySet,2174
optimizeReadOnlySet,459
createSetBuilder,871
mutableSetOf,220
getRoot,6121
appendText,802
readText,798
writeText,795
createTempDirectory,1314
createTempFile,3979
fileAttributeViewNotAvailable,352
getInvariantSeparatorsPathString,351
listDirectoryEntries,354
relativeToOrNull,354
getAnnotations,4914
getSignature,3229
getBoundReceiver,1184
getOwner,1592
compute,965
getReflected,2662
getStart,505
getEndInclusive,441
coerceAtLeast,925
coerceAtMost,918
coerceIn,1926
until,1304
downTo,462
step,450
toByteExactOrNull,2205
toIntExactOrNull,1323
toLongExactOrNull,882
toShortExactOrNull,1764
checkStepIsPositive,441
getLast-pVg5ArA,421
getFirst-pVg5ArA,421
filter,1760
filterNot,457
distinctBy,441
flatMapIndexed,422
filterNotNull,1140
mapIndexed,425
sequenceOf,455
flatten,743
sequence,472
runningFold,422
runningFoldIndexed,422
emptySequence,459
zipWithNext,442
generateSequence,1005
constrainOnce,459
asIterable,1043
shuffled,454
contains$default,730
endsWith$default,1333
startsWith$default,1689
appendElement,486
substringAfter$default,863
substringAfterLast$default,475
requireNonNegativeLimit,351
isBlank,486
appendln,881
toBigIntegerOrNull,441
indexOfAny,884
substring,7110
hasSurrogatePairAt,441
commonPrefixWith,441
commonSuffixWith,441
indexOf$default,892
regionMatchesImpl,443
endsWith,3350
lastIndexOf$default,892
regionMatches,3769
findAnyOf,441
findLastAnyOf,441
lastIndexOfAny,884
lastIndexOf,15259
splitToSequence$default,469
lineSequence,444
padEnd,883
padStart,884
removeRange,1265
removeSurrounding,1019
replaceRange,907
replaceAfter,882
replaceAfterLast,882
replaceBefore,882
replaceBeforeLast,882
split,8409
splitToSequence,884
startsWith,5666
substringAfter,900
substringAfterLast,891
substringBefore,887
substringBeforeLast,888
trim,2096
trimEnd,454
trimStart,489
chunkedSequence,443
windowedSequence,882
reversed,3771
subSequence,5849
slice,1937
numberFormatError,440
split$default,762
prependIndent,441
lines,506
replaceIndent,443
replaceIndentByMargin,441
trimMargin,442
replace$default,831
substringBeforeLast$default,494
repeat,433
toByteOrNull,446
toIntOrNull,777
toLongOrNull,767
toShortOrNull,447
capitalize,472
concatToString,508
contentEqualsImpl,390
contentEqualsIgnoreCaseImpl,390
contentEquals,2376
decodeToString,475
encodeToByteArray,456
replace,11412
replaceFirst,3207
toCharArray,2105
dropLast,554
convertDurationUnit,824
shortName,433
durationUnitByIsoChar,350
durationUnitByShortName,350
convertDurationUnitOverflow,391
getUnit,441
shouldShowRequestPermissionRationale,1798
waitUntilNotified,121
minTimeout,123
getSmallIconBitmap,277
areNotificationsEnabled,1681
getActiveNotifications,1106
getSmallIconId,277
cancelNotification,290
notifyNotificationWithChannel,277
onSessionReady,404
onShuffleModeChanged,436
onCaptioningEnabledChanged,422
onShuffleModeChangedRemoved,404
onRepeatModeChanged,439
onVolumeInfoChanged,445
onExtrasChanged,447
onQueueTitleChanged,445
onQueueChanged,445
onMetadataChanged,454
onPlaybackStateChanged,448
onSessionDestroyed,448
onEvent,546
getTheme,4929
onApplyThemeResource,127
addChild,3259
getCapacity,468
getChild,3501
canApplyTheme,3243
getCurrent,3210
getHotspotBounds,1606
getIntrinsicHeight,2907
getIntrinsicWidth,3717
getOpacity,1984
getOutline,2037
getPadding,3164
invalidateDrawable,4706
isAutoMirrored,1939
jumpToCurrentState,2051
onLayoutDirectionChanged,1492
scheduleDrawable,1920
setAutoMirrored,1967
setColorFilter,9432
setDither,3399
setHotspot,2079
setHotspotBounds,1950
setTintList,3411
setTintMode,3408
setChildrenDrawingCacheEnabled,1431
positionChild,477
measureChildView,477
setCheckMarkDrawable,1436
setFrame,1463
setDropDownBackgroundDrawable,2645
getNumStars,1411
getMeasuredWidthAndState,3336
setMinimumHeight,5540
iteratorWithAdditions,532
eldest,528
newest,528
isAtLeastU,242
unsetWindowFlag,790
setWindowFlag,790
setSystemUiFlag,790
unsetSystemUiFlag,790
onTouch,1846
instantiate,613
isNullOrEmpty,824
getBoundsOnScreen,809
bfsAddViewChildren,813
deliverResult,626
onReset,616
rollbackContentChanged,573
deliverCancellation,566
isAbandoned,577
commitContentChanged,573
fillInMediaStyle,343
generateBigContentView,403
generateContentView,403
setTargetPosition,438
getLayoutManager,601
getTargetPosition,388
computeScrollVectorForPosition,375
normalize,3227
calculateScrollDistance,377
calculateTimeForDeceleration,774
rect,1036
setScaleX,6164
setScaleY,6184
getScaleX,3652
getAnimation,3501
getTextSpacing,570
setConstraints,318
setInputData,297
setBackoffCriteria,1049
setState,6615
getOnBackInvokedDispatcher,1101
bindService,3253
unbindService,2509
onError,3854
onDownloadStarted,102
onAppDetailsDismissed,101
onAppDetailsShown,101
S,537
Z,351
getPlacement,290
getAdReviewCreativeId,101
Y,305
getNativeAd,190
ab,395
af,415
aw,187
getFloatFromAdObject,147
aK,97
getAdViewTracker,93
setClickableViews,93
setAdViewTracker,93
setStarRating,141
setSelected,7783
onMeasure,20588
onAdFailedToLoad,872
withCallback,1
isLoadCompleted,223
getDurationUs,250
getNextChunkIndex,124
clearFlag,225
addMediaItems,136
removeMediaItems,121
getPlayerError,6
getAvailableCommands,139
getPlaybackSuppressionReason,129
moveMediaItems,118
setMediaItems,254
getContentDuration,168
decode,11396
getPeriod,191
getPeriodByUid,110
getTrackGroup,117
getIndexInTrackGroup,114
getInstallReferrer,450
zbb,1114
zbc,429
zbd,286
connect,7071
disconnect,6092
onConnectedLocked,156
onPostInitHandler,136
requiresSignIn,439
getGetServiceRequestExtraArgs,88
cancelAvailabilityErrorNotifications,254
zab,1220
onPostInitComplete,512
getFieldMappings,411
getColumnNames,2334
moveToPosition,2449
hasColumn,473
getStatus,1795
setShouldDowngrade,209
checkAvailabilityAndConnect,1613
zzbf,69
setResultCallback,164
getSessionId,874
setConsentThirdParty,428
setConsent,468
clearMeasurementEnabled,431
setDefaultEventParameters,440
isDataCollectionEnabled,461
setDataCollectionEnabled,461
getTestFlag,463
initForTests,463
unregisterOnMeasurementEventListener,463
registerOnMeasurementEventListener,463
setEventInterceptor,463
logHealthData,463
performAction,2912
onActivitySaveInstanceState,1659
onActivityResumed,1711
onActivityPaused,1675
onActivityDestroyed,1671
onActivityCreated,3806
onActivityStopped,1263
onActivityStarted,1260
endAdUnitExposure,493
beginAdUnitExposure,493
generateEventId,493
getGmpAppId,493
getAppInstanceId,496
getCachedAppInstanceId,466
setInstanceIdProvider,463
getCurrentScreenClass,493
getCurrentScreenName,493
setCurrentScreen,468
setSessionTimeoutDuration,463
setMinimumSessionDuration,463
resetAnalyticsData,466
setMeasurementEnabled,465
getConditionalUserProperties,493
clearConditionalUserProperty,493
setConditionalUserProperty,495
getMaxUserProperties,493
getUserProperties,500
setUserProperty,470
logEventAndBundle,465
logEvent,684
zzbV,58
zzbz,1098
zzbQ,70
zzbH,820
zzbL,3490
zzbE,2179
zzbF,996
isConnecting,1507
setUncaughtExceptionHandler,2012
onExpired,104
asRanges,201
subRangeSet,195
tailMultiset,199
standardAddAll,198
lastEntry,1533
firstEntry,1197
transform,4408
putBytes,207
isBinderAlive,1471
assertInstantiable,1047
isLenient,860
getSerializeNulls,413
getSupportFragmentManager,2674
postInvalidateOnAnimation,3229
setAudioSessionId,218
getAudioSessionId,1664
setDataSource,8106
setOnVideoSizeChangedListener,988
setOnBufferingUpdateListener,963
setAudioAttributes,2051
setAudioStreamType,1038
prepareAsync,1106
setVolume,2557
getPlacementType,140
getDisplay,4408
getResourceStrategyName,64
processResource,64
findViewWithTag,1113
getBidId,85
setBidId,58
setCur,56
setPrice,150
setBidToken,56
onPageStarted,1404
setFilter,174
getMBridgeFullTvInstall,41
findDrawable,132
onSizeChanged,7529
setX,2543
setWidth,3805
setHeight,3611
setTextIsSelectable,689
has,1579
peek,10434
getDrawingRect,2266
setRotationCount,54
enableFocus,13
setFocusProperties,11
setFocusOrientationQuat,11
getPlayState,998
setRaw,175
onAdClosed,746
onAdOpened,802
onUnityAdsAdLoaded,159
onUnityAdsFailedToLoad,159
delete,12561
getKeys,394
clearData,198
setData,4682
buildWithRequestType,109
purge,1394
prestartAllCoreThreads,398
shutdown,4787
setKeepAliveTime,1422
renameFile,92
getFilesWithSuffix,92
sortFilesByNewest,92
getLineCount,4309
getNewFile,92
getDateText,92
createFileOrDirectory,92
appendLineToFile,92
onPostExecute,1269
onPreExecute,786
getPost,83
onInitSessionCompleted,36
