APIs,Count 
onUnhandledFling,2
setContentArea,1
setNBContext,1
getApiUri,1
withAutoRefresh,1
swallowInvalidation,1
getHelpFeedbackInfo,20
handleExtras,14
requiresSyncPathForA2Tagging,1
preventTouchInterception,1
prepareForRecycling,1
fromView,1
forBackgroundMobileInArticleAd,2
doOnCreateView,1
addAccountExtra$ar$ds,4
getNSActivity,6
changeState$ar$ds,11
handleUpcomingResult$ar$ds,1
fill$ar$ds$f1f41c0b_0,1
removeBackstackExtra$ar$ds,2
createClusterContextDataProvider$ar$class_merging,1
setInitialState,7
setSyncPath,3
footerId$ar$ds,2
getGroupTitle$ar$ds,4
getGroupSubtitle$ar$ds,1
headerId$ar$ds,5
tagRootViewWithAnalytics,1
addAll$ar$ds$2b82a983_1,1
build$ar$ds,1
substringAfterLast$ar$ds,1
lastIndexOf$default$ar$ds,1
regionMatches$ar$ds,1
idFromValueAndType$ar$ds,1
_throwInternal$ar$ds,2
_throwAsIOE$ar$ds,1
reportInvalidBase64Char$ar$ds,1
getLauncherLargeIconDensity,4
receiveRequestHeader,1
sendResponseHeader,1
sendResponseEntity,1
getDartEntrypointArgs,1
ej,6
eX,9
setFullscreen,4
eC,1
gV,3
assertAccessible,1
canSchedule,1
getTimestampNs,1
assertObjectBased,1
needSwapDimension,1
dA,4
dj,2
dF,1
getHdrSdrRatio,1
hasGainmap,1
getGainmap,1
setGainmap,1
getStorageDirectory,3
getMediaStoreVolumeName,1
isMotionEventSplittingEnabled,2
getGeneration,4
isCurrentCloudMediaProviderAuthority,1
notifyCloudMediaChangedEvent,1
canManageMedia,3
getVolumeName,5
isTransitionRequired,1
unregisterArcDeviceInformationCallback,1
registerArcDeviceInformationCallback,1
isReadOperation,2
isWriteOperation,3
glGetStringi,2
newCursor,14
buildUnionQuery,5
querySummaryForUser,2
isOverrideDeadlineExpired,8
getBackoffPolicy,1
getInitialBackoffMillis,1
isVirtualPreload,1
hideCaptionButtons,1
F32,6
copyFromUnchecked,3
isEffectSupported,1
createEffect,5
createWithCurrentGlContext,5
getActiveDataSubscriptionId,8
getGainmapContents,1
getEpsilonSdr,1
getEpsilonHdr,1
getRatioMin,1
getRatioMax,1
getGamma,3
getMinDisplayRatioForHdrTransition,1
getDisplayRatioForFullHdr,1
setGainmapContents,1
Id,210
Iv,119
Jw,72
Ii,103
Kl,42
Io,33
Jy,31
Ih,118
Ip,5
GO,6
LH,2
Jz,30
GL,4
JW,1
In,9
GJ,17
JZ,1
Lb,1
Li,4
GP,4
HF,27
Lw,1
Lu,1
Lv,1
Ig,1
KM,1
getGroupHash,3
Mc,1
Mb,1
JB,4
Jx,7
registerParameters,2
onQuotaExceeded,2
Kv,1
Lr,3
Mu,2
Mt,1
Mv,1
Km,1
Kn,2
Ko,2
Kp,1
LI,2
setAnimationPercent,1
Iu,1
KK,1
OE,4
FO,2
FP,3
Na,4
FM,1
FN,1
FQ,1
FT,1
IP,2
Ju,1
MC,2
OZ,1
Pt,1
Pu,2
Pv,2
Ge,1
OI,2
OJ,2
OH,1
Ps,1
Pr,1
MG,1
OQ,1
OR,1
OS,1
OT,1
OU,1
OV,1
OW,1
OX,1
Pi,1
getBaselineAlignedChildIndex,1
zP,1
setDayNightStyle,1
GT,1
IV,1
Lj,1
Mx,1
Ks,1
KB,1
HO,1
IH,2
IT,2
IS,1
Jn,2
setSidePanelState,1
setSystemNavigationBarInsetHeight,1
Jp,1
setUserInitiated,1
getDataScheme,9
getDataAuthority,8
halt,1
clearInstantAppCookie,7
getChangedPackages,12
getInstantAppCookie,7
getInstantAppCookieMaxBytes,7
getSharedLibraries,8
setApplicationCategoryHint,7
updateInstantAppCookie,7
getLocationPowerSaveMode,8
findNearestTouchable,1
isIdle,18
getAllButNulAndAngleBracketsLegal,2
getAllIllegal,3
sanitize,2
createHintSession,1
reportActualWorkDuration,1
updateTargetWorkDuration,1
systemOverlays,1
getActiveRestrictions,1
getBoundsOnScreen$ar$ds,2
setupAnimatorToVisibility$ar$class_merging$ar$class_merging,1
getAccountType$ar$edu,1
log$ar$ds$6156ad50_0,1
getClock$ar$class_merging$ar$ds$51f877bc_0,1
dd,3
cE,8
overrideActivityTransition,4
addAccessibilityServicesStateChangeListener,3
getWithUri,1
newUpdateOperation,1
getWeekDataForRegion,1
setCalculationType,1
Rf,2
Wf,5
serializer,3
getInMilliseconds-impl,9
elapsedNow,6
markNow-z9LOYto,1
dispatchVisibilityChanged,6
setElapsedRealtimeUncertaintyNanos,2
getElapsedRealtimeUncertaintyNanos,4
hasElapsedRealtimeUncertaintyNanos,1
setUnlockedDeviceRequired,7
getRealUid,1
getDefiningUid,1
crossfade,1
rememberAsyncImagePainter-19ie5dc,1
setInternationalCurrencySymbol,1
sendResponseApdu,4
setPreferredService,1
box-impl,2
nextUnmarkedIndex,1
mightContain,1
rebuildFromWrapper,1
setBitsPerTag,1
setNumBuckets,1
setCurrentCount,1
setHasVictim,1
setVictim,1
setTable,2
setHasherWrapper,1
setExpectedConcurrency,1
setI1,1
setI2,1
setBits,1
setNumBits,1
setAddlSipSeed,1
setSeedNSalt,1
setAlgorithm,3
runOvoSec,1
shimmer,1
placeholder-cf5BqRc$default,1
getInbox,1
forceContentUpdate,1
setDeviceIdMode,1
setAppIdForDevelopmentMode,1
enableVerboseLoggingInDevelopmentMode,1
setAppIdForProductionMode,1
addStartResponseHandler,1
parseVariables,1
enableLifecycleCallbacks,1
collector,1
maxContentLength,1
redactHeaders,1
alwaysReadResponseBody,2
w$default,2
i$default,2
thenRunAsync,8
thenApply,14
thenCombine,8
thenComposeAsync,16
thenAcceptAsync,7
isCompletedExceptionally,7
setNetworkInfoEnabled,1
setSplashScreenTheme,2
loadUnifiedJni,6
getNativeAdViewHolder,3
setNativeAdAdapter,3
getNativeAdProperties,3
notifyTokenRefresh,2
notificationReceived,2
addNotificationListener,8
addNotificationFilter,2
removeNotificationListener,8
removeNotificationFilter,2
notifyIntegrationType,2
notifyNotificationStatus,2
convertMapToJson,2
wrapRunnable,9
wrapNextRunnable,27
runSync,9
postOnMainThread,21
addCustomTargeting,5
setBirthday,4
setPublisherProvidedId,4
getManualImpressionsEnabled,4
getPublisherProvidedId,4
onFailedToReceiveAd,4
onPresentScreen,2
onDismissScreen,2
onLeaveApplication,8
onReceivedAd,4
getStandardView,1
getPersistedLong,2
persistLong,2
parseCharset,6
parseCacheHeaders,7
getVideoComponent,3
getTextComponent,2
buildUponParameters,4
dispatchSeekTo,2
dispatchSetPlayWhenReady,2
dispatchSetRepeatMode,2
dispatchStop,3
dispatchSetShuffleModeEnabled,2
removeVideoListener,3
addVideoListener,4
removeTextOutput,2
addTextOutput,2
preparePlayback,2
createFromCaptionStyle,2
newSimpleInstance,7
getDuration-UwyO8pc,4
typesIn,8
onPictureInPictureUiStateChanged,2
getAndUpdate,11
getGroupingSize,6
beginFakeDrag,2
isFakeDragging,1
endFakeDrag,2
addMatchingUid,1
fastDecompressor,9
fastestInstance,18
highCompressor,9
fastCompressor,9
newStreamingHash32,2
asChecksum,2
decompress,13
maxCompressedLength,9
safeInstance,11
optimalInstance,11
allocInputBuffer,11
releaseInputBuffer,11
decodeChunk,11
safeNonAllocatingInstance,11
optimalNonAllocatingInstance,11
estimateMaxWorkspaceSize,11
appendEncoded,11
setDictionarySize,11
setEndMarkerMode,11
setMatchFinder,11
setNumFastBytes,11
setLcLpPb,11
deleteSelected,4
moveCursorPrev,4
moveCursorNext,4
moveCursorPrevByWord,4
moveCursorNextByWord,4
close$runtime_release,12
recursivelyRemovePointerId-0FcD4WY,2
setCacheDir,1
innerApply$runtime_release,4
onModifierChanged,4
onMeasureResultChanged,2
propagateFocusEvent,4
populateFocusOrder,4
localBoundingBoxOf,2
invalidateLayer,2
findParentFocusNode$ui_release,4
findLastKeyInputWrapper,4
findNextFocusWrapper,4
findPreviousFocusWrapper,4
findParentKeyInputNode$ui_release,4
placeAt-f8xVGno,4
getMeasureScope,4
isPointerInBounds-k-4lQ0M,6
saveToLocal,1
fetchFromRemote,1
decodeBitmapFrom,10
getScaleInfo,5
requestFrameSprites$com_opensource_svgaplayer,5
releaseFrameSprites$com_opensource_svgaplayer,5
getViewCenterX,17
getViewCenterY,17
getAllSize,18
dip2px,31
getAnimationStartDelay,1
toFetch,1
initPaint,3
initPoints,3
c0,4
d0,7
h0,2
getMeteringWeight,3
configureRouter,1
getBannerInstruction,2
getRouteBufferGeoJson,1
getVoiceInstruction,2
updateAnnotations,1
changeRouteLeg,1
unpackTiles,1
removeTiles,1
setOffRouteThreshold,1
setOffRouteThresholdWhenNearIntersection,1
setIntersectionRadiusForOffRouteDetection,1
getSsmlAnnouncement,1
getAnnouncement,1
getCoordinate,30
getRouteState,1
getStepIndex,11
getRemainingLegDistance,1
getRemainingStepDistance,2
getRemainingLegDuration,1
getInTunnel,1
DoWork,1
getDegrees,1
getDrivingSide,1
getAbbr,1
getAbbrPriority,1
getImageBaseurl,1
getDirections,4
getActive,1
getPrimary,1
getSecondary,1
getSub,2
engineInitSign,2
movePointer,1
insertClassPath,4
makeClass,4
toClass,4
addMethod,4
getGsmBitErrorRate,7
getHeaderBytes,3
getHeaderOffset,3
getHeaderLength,3
getPayloadBytes,3
getPayloadOffset,3
getPayloadLength,3
addUserMetadata,3
setMqttVersion,3
setCleanSession,3
setAutomaticReconnect,3
setKeepAliveInterval,3
getFromInputStream,4
getDocumentWidth,4
getDocumentHeight,4
renderToCanvas,3
isVenusWork,1
enforcePermission,8
isInFilterMode,5
handleDataChanged,9
getFrameAtIndex,2
setDebugFlags,6
hasCacheReachedEndOfStream,1
notifyViewClicked,5
getJpegThumbnailSize,6
getJpegThumbnailQuality,5
setJpegThumbnailSize,14
setJpegThumbnailQuality,6
getSupportedJpegThumbnailSizes,6
isETC1Supported,10
addSubModel,1
addSubModelFromAssetFile,1
createInstanceFromAssetFile,1
setParam,11
removeSubModelByConfig,1
humanActionDetect,1
getFace,1
getFaceAction,1
getExtraFacePoints,1
getEyeballCenter,1
getEyeballContour,1
getPointsArray,1
getVisibilityArray,1
getKeyPoints,1
getKeyPointsScore,1
convertToRect,1
getMobileFaces,1
humanActionRotate,1
humanActionMirror,1
drawFaceKeyPoints,1
drawFaceRect,1
drawHandRect,1
drawPointsAndLines,1
setWebDialogTheme,10
setZoomSpeed,5
setAutoDismissed,1
launchReviewFlow,9
requestReviewFlow,9
hobbit,1
lorem,1
artist,1
cat,1
number,1
idNumber,1
internet,1
pokemon,1
dog,1
starTrek,1
witcher,1
backToTheFuture,1
character,4
paragraph,1
word,1
fixedString,1
breed,1
randomDigit,1
randomDigitNotZero,1
slug,1
location,2
loadFile,1
moveDatabaseFrom,8
getDocumentBase,1
getReverse,4
setFeatureDrawableAlpha,3
getScaledMinimumScalingSpan,3
getWeightSum,9
sendBroadcastWithMultiplePermissions,5
postSkew,18
onProviderDisabled,12
toLocaleString,19
getDocumentViewBox,1
setDocumentViewBox,1
setDocumentWidth,1
setDocumentHeight,1
setDocumentPreserveAspectRatio,1
addCameraProvider,1
focusAtPoint,1
queryZoomAbility,1
toggleTorch,1
isTorchSupported,1
startZoom,1
isSupportedExposureCompensation,1
getCameraECInfo,1
registerLogOutput,1
registerPreviewListener,1
disConnect,2
getBufferData,4
getTimeStampNS,1
getTextureID,1
setCoordinatesMode,1
setNeedFocus,1
setNeedMetering,1
loadLibraryForModule,4
getSampleSizeInBits,1
isSucceeded,9
set_isCancellable,11
setAnimatingView,1
getAnimatingView,2
setSupportAnimation,1
setSupportFadeAnimation,1
setAniDuration,1
hasLoadingView,1
getDismissing,1
closePopupView,28
get_isCancellable,1
isBlockBackgroundCancel,1
getObj,5
getBodyData,1
getInitialAppState,1
initSingletonThreaded,1
initSingletons,1
setErrorMsg,32
loadFromFile,8
saveToFile,3
setCurrentDataVersion,1
getCurrentDataVersion,1
fireOnError,3
setExpireTime,5
fireOnSuccess,3
getPetFaceDrawable,3
getDecoControl,10
isDesktopMode,9
safeInflate,39
updatePosition,2
isControlHidden,1
set_dispatcher,6
dispatcher,5
cancelJob,2
set_title,1
set_message,1
set_popupConfig,1
showIME,1
get_popupConfig,1
get_title,1
initTextView,1
get_message,1
initButton,1
set_hasFired,1
hideIME,4
get_cancellistener,1
set_cancellistener,1
buttonText,1
getServerDomain,1
get_animView,1
set_animView,1
getObjId,17
setObjId,3
getCurrentDirection,1
setPtSize,2
getBalloon,1
getPetMoveMode,3
getCanMove,2
getObjState,2
getObjResource,4
getFrameSkipRate,1
getPlayedFrameCount,1
getSkippedFrameCount,1
getCurrentAction,2
getObjPosition,3
getBaseImageScale,5
getFinalScaleX,1
getMovableRight,1
getMovableLeft,1
getMovableBottom,1
getMovableTop,1
getImageViewWidth,2
getImageViewHeight,2
getFinalObjPosition,2
setObjState,4
setCurrentAction,1
setNeedTurnSubFrames,1
setPetDirection,4
setEtcScaleX,1
setEtcScaleY,1
setEventAction,1
isEventAction,1
setIgnoreExternalScale,1
getPetDirection,3
getCurrentBitmap,1
isHidingAction,2
getNeedTurnSubFrames,1
getControlEvent,3
getBGWidth,4
getBGHeight,4
setCurrentFrame,1
setSkippedFrameCount,1
setPlayedFrameCount,1
getIgnoreFirstFrame,1
setIgnoreFirstFrame,1
getObjImageView,2
getViewAlpha,2
applyCurrentFrame,1
playStartPettingSound,1
setObjPersistentState,2
getMovableRect,1
getNoTouchSound,1
playDoubleTapSound,1
playDropSound,1
playPickSound,1
getNoTapSound,1
playTapSound,1
getTouchRecognizer,1
getTapPoint,1
setImageViewWidth,1
getFinalScaleY,1
setImageViewHeight,1
clearControls,1
setResInfo,4
handleOverlayModeChange,1
setInitialCenter,2
setCanMove,6
setIgnorePositionOffset,3
setResourceEvent,3
setNeedCache,3
setTapPoint,1
setMovableRect,2
setDesktopMode,1
setDecoControl,1
setArticleUid,8
getArticleUid,2
getArticleType,2
getErrorMsg,15
setConnectResult,2
getConnectResult,2
getCookieCost,2
updateSaleInfo,2
getHeartCnt,1
getGrade,1
isStarting,7
getCostForAction,1
isEvent,1
getSocialPoint,1
isLimit,1
isHot,1
isPaid,2
isIntro,1
isInSale,1
getLimitRest,1
getAdCnt,1
getEventEndDate,1
getLimitBeginDate,1
getLimitEndDate,1
getLinkUrl,9
setResetEvent,3
moveObjPosition,5
setControlEvent,4
setSupportScrollContainer,4
setBlockPetting,1
setIsPreview,1
setFixedPosition,2
setIgnoreFrameScale,2
setFixedActionId,2
changeBaseImageScale,3
setSupportDoubleTap,2
setNoTouchSound,1
setRelativeDrag,1
setEditingMode,2
setImmediateDraggingEnabled,1
setTemporaryDetach,1
reloadCurrentFrame,1
getRtHit,1
getObjHitRect,1
getViewScale,2
isTypePhone,1
isLeftSide,1
handleSingleTapScenario,2
onEventDispatched,2
onObjResourceResult,2
param,28
initCommand,1
getPetId,3
getInDate,1
setInDate,1
setPetId,1
setDay,2
setFriendUid,1
get_friendName,1
set_friendName,1
getFriendInfo,1
getMu,1
getSpeedY,1
setSpeedY,1
getSpeedX,1
getLastX,1
getLastY,1
setLastX,1
setLastY,1
startSplashMovement,1
playNewScenarioByEvent,4
getCurrentScenario,3
handleApplyHiddenImage,1
notifyEventDecoView,1
notifyRemoveDecoView,1
playScenarioActionBehavior,1
getProtocolResult,1
hideLoadingPopupView,36
showLoadingPopupView,35
initInAppModule,5
registerActivityEventHandler,1
tryExecuteInitContentView,8
showConfirmMessage,35
getCurrentInAppAdapter,5
isActivityPaused,5
isContentViewReady,5
unregisterActivityEventHandler,1
handleOnSelectPhotoResult,3
preOnCreate,2
getPlaceholderPetMessage,1
isTemporaryDetach,1
getPlaceholderActionId,1
isUserActionEvent,1
checkRealtimeState,1
handleDoubleTapAction,1
handleSingleTapAction,1
handleStartPettingScenario,1
notifyAddDecoView,1
playNewScenario,1
getCurrentBalloon,1
isHiddenAction,1
isControlInitialized,1
checkFleeState,1
hideBalloon,1
getScenarioStartTime,1
handleScenarioEnd,1
getBalloonDecoView,1
setBalloonDecoView,1
setBlockPetBalloon,1
getEtcScaleX,1
getEtcScaleY,1
getDistanceScale,1
getInDockingArea,1
updateObjPosition,1
releaseBalloonRight,1
requestBalloonRight,1
getDecoViews,1
isPlayStopped,1
getPtDest,1
stopPlay,1
startPlay,1
setViewAlpha,1
setBlockTouch,1
setTypePhone,1
setDistanceScale,1
getBlockTouch,1
isDragging,2
stopDragging,1
getRecentControl,1
showBalloon,2
playScenarioById,1
getOverlappedControls,1
setPetMoveMode,1
supportVoiceRecord,1
recalcImageViewSize,1
setInDockingArea,1
checkOverlappedControl,1
isMoveOrRunning,1
refreshViewScale,1
refreshViewAlpha,1
setFixedActionCategory,1
setScenarioEvent,1
setExtBalloonPossibility,1
handleOnUserDataReady,4
onContentViewResume,4
preInitContentView,5
getEdit,2
set_contentView,5
getDismissed,6
getAdUserId,6
fireResult,2
setCloseResult,5
fireUICommand,1
readRawImageBitmap,2
getPopupController,23
notifyNeedRefresh,3
setExtParam,3
delayError,1
getResultFired,1
getExtParam,1
reloadList,3
getPrevUid,1
getListItems,2
insertItem,1
getPetControl,1
getBtnChallenge,1
handleAdResult,1
connectViewIds,34
getOnCreateBundle,4
checkNeedUpdate,7
requestAllUserData,16
getLastErrorCommand,2
showEditMessage,7
selectPhotoFromCamera,4
addManagedTimer,1
getInAppInitialized,2
executeInitContentView,1
onContentViewPause,2
getRequestResult,1
connectSNS,2
getGoogleAdapter,1
getFbAdapter,1
removeManagedCommand,3
addManagedCommand,3
needDelayActivityResult,2
tryDismissPopupView,4
getCurrentArticleData,1
setNeedInitTapjoy,1
showFreeOfferWall,2
setNeedTapjoyPlacement,1
setCurrentRoomInfo,2
getCurrentRoomInfo,4
setSelectedRoomNo,2
getIvTransition,1
getItemControls,2
getRoomInfos,2
getPetControls,3
getSelectedPetControl,2
getSplashControls,1
addNewToy,1
get_managedCommands,1
setSelectedPetControl,2
setContentViewReady,1
getScrollView,3
executePetUICommand,1
handlePlayToyFinished,1
setBottomRatio,1
getBgWidth,2
getPetInfos,2
getSelectedRoomNo,1
handleOnTapjoyVideoDismissed,1
handleOnTapjoyVideoReady,1
onObjDoubleTapped,1
setRoomInfos,2
setPetInfos,2
showInvalidUserDataPopup,1
showHeartAnimation,1
getTvLikeFriend,1
getIvLike,1
getLayerLikeBalloon,1
getTvMyNickname,2
getIvMasterGrade,2
getTvHeartCount,2
getBtnMainCookie,3
getIvMyProfile,2
getDefaultMode,2
selectInitialRoom,2
getLayerLike,2
getTvLikeDesc,1
getNeedUpdateProfile,1
setNeedUpdateProfile,1
getUiMode,2
isEditingMode,2
executeMarketLink,1
changeRoomNo,1
addPet,1
updateFeedMenuEnable,1
getLayerPetAction,1
reloadRoomControls,2
isTapjoyVideoReady,1
requestTapjoyVideo,1
getOverlapCheckControls,1
getBgHeight,2
setMastRoadImage,2
getIvNewRoad,1
getBtnRoad,1
getLayerChance,2
getIvChanceAnim,1
getTvChanceName,1
getTvChanceRemainTime,1
getTvEditHeart,2
getModePanel,2
getBtnBranch,2
getTvNewLog,1
getTvNewDeco,1
getIvNewPetCafe,1
getTapjoyPlacement,1
setTapjoyVideoReady,1
getNeedReloadObjs,1
updateMyRoomButton,1
onMyCookieClick,2
showTapjoyVideo,1
getBtnVideoAd,1
handlePreModeChange,1
onObjEndDragging,1
onObjMoved,1
onObjResourceReady,1
onObjSingleTapped,1
onObjStartDragging,1
postInitRoomControls,1
preInitRoomControls,1
saveContentState,1
refreshCurrentRoomInfos,2
setUIMode,1
getRelativePosition,1
checkNewIcons,1
setResDownloadChecked,2
checkNeedDownloadResource,1
getBtnDeco,1
getLayerMyRoomButton,1
getLayerProfilePanel,1
getBtnPetPark,1
getBtnMound,1
getBtnPetCafe,1
isCapturing,1
toggleMenuVisibility,1
resumeActivityResult,1
getNeedEditMode,1
setNeedEditMode,1
setNeedMasterRoadPopup,1
getResDownloadChecked,1
checkSupportedService,2
setServerParams,5
logTest,6
onAdStartLoading,1
getUrlParameters,1
getServerParams,1
setShowing,1
reportImpressionStarted,3
setLoaded,6
reportImpressionFinished,1
setAd,1
dispatchDestroy,1
dispatchPause,1
dispatchResume,1
dispatchCreate,1
setYOffset,8
getOnTouchListener,14
setMaxHighlightDistance,1
getChartView,12
setOnChartGestureListener,13
setRotationAngle,6
getDefaultRequestProperties,12
getCommandsMap,1
onAfterDataSetChanged,1
getDataExtract,1
setHighlights,1
setCommonAxisConfig,2
setYAxisConfig,2
isBiometrySupported,3
getMinSupportedApiLevel,3
getCipherStorageName,3
throwIfInsufficientLevel,9
getDefaultAliasIfEmpty,6
extractGeneratedKey,6
getCachedInstance,3
encryptString,6
getKeyStoreAndLoad,3
generateKeyAndStoreUnderAlias,3
getDefaultAliasServiceName,3
decryptBytes,3
authenticateWithPrompt,3
waitResult,3
requestSleep,1
terminateAsync,1
hasShutdownSignal,1
willStayRunning,1
releaseGlContext,12
calculateExactSample,6
invalidateSize,2
freeUp,2
setBehave,7
getTextureHandle,4
textureChanged,5
getSourceCode,2
updateVerticesData,2
addOnceStrict,1
getUniform,27
convertRelative,7
bindTexture,1
getTextureTarget,3
useMipmap,1
getChangeCount,1
setChangeCount,1
onRebound,5
fallbackCrop,2
getStateHandler,45
setUseDynamicInput,8
setChunkWorldCords,5
setUniformTexSize,5
setUniformSize,3
setUniformGradientSize,3
setUniformStartPosition,4
setUniformImage,21
setQuantisationLut,1
setAanScaleFactor,1
setUniformResolution,1
setUniformAlpha,1
setUniformBackgroundImage,1
setProgramConfig,1
setUniformCutEdged,1
invalidateSurface,2
getTextureWidth,4
getTextureHeight,4
updateTexture,1
isExternalTexture,1
setSaveUriPermissions,3
getSettingsModel,11
createTempFile$default,3
createRectFromSize,2
getTopGroup,1
getBottomGroup,1
getLeftGroup,1
getRightGroup,1
flagAsTemporary,1
getStateModel,25
getIdWithoutVersion,1
getTextFrame,4
setShearingAngle,2
didRender,1
textFrame,2
startActivityForBroadcast,3
obtainLocalToWorldTransformedVector,4
getInvertedLocalTransformation,1
getUiDensity,11
makeContrastTo,2
onDirtyWorld,1
resetContrast,2
obtainLocalBounds,1
getWorldX,1
getWorldY,1
redoLocalState,12
undoLocalState,12
saveLocalState,10
updateStageOverlapping,12
preAttach,1
getHistoryState,2
saveEndState,5
getShowState,20
getWillDrawUi,2
postInvalidateUi,8
onActivated,2
onDeactivated,2
setWillDrawUi,8
onAttachedToUI,8
onDetachedFromUI,8
getOptionMode,1
getStickerSource,1
getSettingsHandler,18
getSettingsHolder,4
hasModelNonDefaultValue,4
getProduct,19
convertAbsolute,4
flagAsDirty,9
obtainIn,1
wastedObjectDetected,2
requestTile,1
updatePreviewTexture,3
getSeedPool,9
getRelativeInsets,9
setRelativeLineSpacing,5
getAssetConfig,3
layoutRows,2
minimumNumberOfLines,1
getFonts,3
getImageInsets,2
setUiDensity,2
setSettingsList,1
onAttachedToList,2
onDetachedFromList,2
getRelativePivot,5
getLocalTransformation,3
getPivotPoint,1
getTouchDistanceInPixel$pesdk_backend_core_release,1
getWorldWidth,2
getWorldHeight,2
setWorldHeight,1
setWorldWidth,1
getThumbnailSource,13
setThumbnailSource,5
setDirtyFlag,1
renderUi,2
getSetupBlocks,2
glSetup,2
onDrawUI,2
onMotionEvent,2
onWorldTransformationChanged,2
createSaveState,2
revertState,5
hasStateHandler,2
isUnbound,1
hasNonDefaults,4
isAllowedWithLicensed,1
saveInitState,9
setUniformTexRes,1
setUniformHTileCount,1
setUniformVTileCount,1
setUniformIntensity,2
setUniformLutTexture,1
setUniformColorMatrix,5
setUniformColorOffset,5
setUniformBlacks,1
setUniformWhites,1
setUniformTemperature,1
setUniformGamma,1
setUniformShadows,1
setUniformHighlights,1
setUniformStepAlpha,1
setUniformBrushSize,1
setUniformHardness,1
setUniformColor,2
setUniformPixelDimension,2
setUniformClarity,1
setUniformLight,1
setUniformDark,1
setUniformBlurRadius,4
setUniformDelta,4
blitToViewPort,4
setDelta,3
setUniformEndPosition,2
setUniformMaskTexture,1
setUniformApplyMask,1
setUniformOutsideLineColor,2
setUniformOutsideLineAspect,2
setUniformOutsideRangeRect,2
setUniformSharpness,1
setUniformBackground_color,1
requestSourceAsTexture,2
setCanCache,6
flagAsIncomplete,11
sourceTextureAsRequestedOrNull,2
getCanCache,2
requestSourceAsTextureIfDone,2
isHeadlessRendered,3
getNeedSetup,1
getPseudoFontRandom,1
getPseudoRandomAlignment,1
setRelativeFormHeight,1
setMasked,1
setAutoAdjustTextColor,1
onPauseEvent,2
onResumeEvent,2
alsoAddTo,4
setMinWorldWidth,1
setMinWorldHeight,1
getTouchedElement,3
setWorldTransformation,3
getCurrentStickerLayerSettings,2
getCurrentTextLayerSettings,2
getTextConfig,2
getUiStateText,2
getThumbnailBitmap,7
hasStaticThumbnail,6
findById,5
isSetupDone,3
layerCanvasMode,2
getLayerListSettings,2
setInEditMode,11
callPreviewDirty,3
setExportFormat,3
setOutputMode,2
isInTempMoveMode,1
getVideoIsLoaded,1
requestNextFrame,1
waitForNextFame,1
decoderRelease,1
setContainsImage,1
getHasMaskedText,1
layoutRow,1
fontForRow,1
randomLayoutRow,1
getStickerSelectedListener,1
getImageToScreenUITransformation,3
isHeadlessRenderer,2
afterGlSetupDone,1
setImageToScreenUITransformation,1
flipVertical,3
flipHorizontal,3
getBrightness,1
getInkColor,1
getSaturation,1
getTintColor,1
setStickerRotation,2
setStickerSolidColor,1
setStickerColorizeColor,1
getColorizeColor,1
setColorizeColor,1
setSolidColor,1
isHorizontalFlipped,3
getSpriteX,3
getSpriteY,3
getColorMatrix,3
getStickerRotation,3
hasInitialPosition,3
resetLayer,1
setNormalizedXValue,3
setNormalizedYValue,3
setRotationValue,3
setHasInitialPosition,3
getLastCustomNonConfigurationInstance,55
setSpriteWidth,1
setSpriteHeight,1
setCacheLoading,1
setInitialTextureRendered,1
readStateHandler,2
drawFinder,4
get_unsafeList,1
dispatchOnItemClick,21
dispatchSelection,19
dispatchInvalidate,4
setControlsEnabled,1
getThemeReader,1
getEndTimeInNanoseconds,1
getSelectedVideo,1
getStartTimeInNanoseconds,1
setCheckLimits,1
setMinVisibleTimeInNano,1
setMaxVisibleTimeInNano,1
setGetStartTimeInNanoseconds,1
setSetStartTimeInNanoseconds,1
setGetCurrentTimeInNanoseconds,1
setSetCurrentTimeInNanoseconds,1
setGetEndTimeInNanoseconds,1
setSetStartAndDuration,1
setSetEndTimeInNanoseconds,1
setOnSeekDone,1
getSingleFrameDuration,1
setImageSource,4
unwrapViewHolder,1
lazyProcessFromBitmap,2
setOnSegmentationDone,2
getStickers,2
getStickersWithWeather,1
toggleRemoveBackground,5
getRemoveBackground,5
stopProvider,5
startProvider,5
writeJsonAsString,2
writeJson,2
readJson,2
getConnectInfoOnDisConnected,2
getConnectInfoOnConnected,2
setXquicCongControl,2
InitializeSecurityStuff,1
isShowingLayoutBounds,1
isNumLockOn,3
getHistoricalSize,3
getHistoricalTouchMinor,2
getHistoricalToolMinor,2
getHistoricalToolMajor,2
sendKeySync,3
sendPointerSync,4
executeAndWaitForEvent,1
setOnAccessibilityEventListener,1
waitForIdle,3
setRunAsMonkey,1
isUrlLaunch,2
getAppLaunchTime,2
getLastLaunchTime,2
getDeviceLevel,4
getStartType,2
getBucketInfo,2
commitRequest,6
getUTABTestBucketId,2
commitFlow,2
scrollToDescendant,2
comparingDouble,11
initToolBox,3
canRedo,3
canUndo,3
getContentRange,3
getVisibleRange,3
redo,7
setActionMode,4
setDoubleClickListener,1
setMaxPages,3
setPaintScrollable,2
setPaintViewListener,3
setPenWidthScale,1
setSupportFinger,3
setToolType,3
undo,7
getPress,1
getTilt,1
getApiLevel,1
getLastHopIPStr,1
getErrcode,1
getSuccessCnt,1
getLocalIPStr,1
getDefaultGateway,1
getPreferNextHop,1
